<pre>

101100401	晋中	山西
101100402	榆次	山西
101100403	榆社	山西
101100404	左权	山西
101100405	和顺	山西
101100406	昔阳	山西
101100407	寿阳	山西
101100408	太谷	山西
101100409	祁县	山西
101100410	平遥	山西
101100411	灵石	山西
101100412	介休	山西
101100501	长治	山西
101100502	黎城	山西
101100503	屯留	山西
101100504	潞城	山西
101100505	襄垣	山西
101100506	平顺	山西
101100507	武乡	山西
101100508	沁县	山西
101100509	长子	山西
101100510	沁源	山西
101100511	壶关	山西
101100601	晋城	山西
101100602	沁水	山西
101100603	阳城	山西
101100604	陵川	山西
101100605	高平	山西
101100606	泽州	山西
101100701	临汾	山西
101100702	曲沃	山西
101100703	永和	山西
101100704	隰县	山西
101100705	大宁	山西
101100706	吉县	山西
101100707	襄汾	山西
101100708	蒲县	山西
101100709	汾西	山西
101100710	洪洞	山西
101100711	霍州	山西
101100712	乡宁	山西
101100713	翼城	山西
101100714	侯马	山西
101100715	浮山	山西
101100716	安泽	山西
101100717	古县	山西
101100801	运城	山西
101100802	临猗	山西
101100803	稷山	山西
101100804	万荣	山西
101100805	河津	山西
101100806	新绛	山西
101100807	绛县	山西
101100808	闻喜	山西
101100809	垣曲	山西
101100810	永济	山西
101100811	芮城	山西
101100812	夏县	山西
101100813	平陆	山西
101100901	朔州	山西
101100902	平鲁	山西
101100903	山阴	山西
101100904	右玉	山西
101100905	应县	山西
101100906	怀仁	山西
101101001	忻州	山西
101101002	定襄	山西
101101003	五台县	山西
101101004	河曲	山西
101101005	偏关	山西
101101006	神池	山西
101101007	宁武	山西
101101008	代县	山西
101101009	繁峙	山西
101101010	五台山	山西
101101011	保德	山西
101101012	静乐	山西
101101013	岢岚	山西
101101014	五寨	山西
101101015	原平	山西
101101100	吕梁	山西
101101101	离石	山西
101101102	临县	山西
101101103	兴县	山西
101101104	岚县	山西
101101105	柳林	山西
101101106	石楼	山西
101101107	方山	山西
101101108	交口	山西
101101109	中阳	山西
101101110	孝义	山西
101101111	汾阳	山西
101101112	文水	山西
101101113	交城	山西
101110101	西安	陕西
101110102	长安	陕西
101110103	临潼	陕西
101110104	蓝田	陕西
101110105	周至	陕西
101110106	户县	陕西
101110107	高陵	陕西
101110200	咸阳	陕西
101110201	三原	陕西
101110202	礼泉	陕西
101110203	永寿	陕西
101110204	淳化	陕西
101110205	泾阳	陕西
101110206	武功	陕西
101110207	乾县	陕西
101110208	彬县	陕西
101110209	长武	陕西
101110210	旬邑	陕西
101110211	兴平	陕西
101110300	延安	陕西
101110301	延长	陕西
101110302	延川	陕西
101110303	子长	陕西
101110304	宜川	陕西
101110305	富县	陕西
101110306	志丹	陕西
101110307	安塞	陕西
101110308	甘泉	陕西
101110309	洛川	陕西
101110310	黄陵	陕西
101110311	黄龙	陕西
101110312	吴起	陕西
101110401	榆林	陕西
101110402	府谷	陕西
101110403	神木	陕西
101110404	佳县	陕西
101110405	定边	陕西
101110406	靖边	陕西
101110407	横山	陕西
101110408	米脂	陕西
101110409	子洲	陕西
101110410	绥德	陕西
101110411	吴堡	陕西
101110412	清涧	陕西
101110413	榆阳	陕西
101110501	渭南	陕西
101110502	华县	陕西
101110503	潼关	陕西
101110504	大荔	陕西
101110505	白水	陕西
101110506	富平	陕西
101110507	蒲城	陕西
101110508	澄城	陕西
101110509	合阳	陕西
101110510	韩城	陕西
101110511	华阴	陕西
101110601	商洛	陕西
101110602	洛南	陕西
101110603	柞水	陕西
101110604	商州	陕西
101110605	镇安	陕西
101110606	丹凤	陕西
101110607	商南	陕西
101110608	山阳	陕西
101110701	安康	陕西
101110702	紫阳	陕西
101110703	石泉	陕西
101110704	汉阴	陕西
101110705	旬阳	陕西
101110706	岚皋	陕西
101110707	平利	陕西
101110708	白河	陕西
101110709	镇坪	陕西
101110710	宁陕	陕西
101110801	汉中	陕西
101110802	略阳	陕西
101110803	勉县	陕西
101110804	留坝	陕西
101110805	洋县	陕西
101110806	城固	陕西
101110807	西乡	陕西
101110808	佛坪	陕西
101110809	宁强	陕西
101110810	南郑	陕西
101110811	镇巴	陕西
101110901	宝鸡	陕西
101110903	千阳	陕西
101110904	麟游	陕西
101110905	岐山	陕西
101110906	凤翔	陕西
101110907	扶风	陕西
101110908	眉县	陕西
101110909	太白	陕西
101110910	凤县	陕西
101110911	陇县	陕西
101110912	陈仓	陕西
101111001	铜川	陕西
101111002	耀县	陕西
101111003	宜君	陕西
101111004	耀州	陕西
101111101	杨凌	陕西
101120101	济南	山东
101120102	长清	山东
101120103	商河	山东
101120104	章丘	山东
101120105	平阴	山东
101120106	济阳	山东
101120201	青岛	山东
101120202	崂山	山东
101120204	即墨	山东
101120205	胶州	山东
101120206	黄岛	山东
101120207	莱西	山东
101120208	平度	山东
101120301	淄博	山东
101120302	淄川	山东
101120303	博山	山东
101120304	高青	山东
101120305	周村	山东
101120306	沂源	山东
101120307	桓台	山东
101120308	临淄	山东
101120401	德州	山东
101120402	武城	山东
101120403	临邑	山东
101120404	陵县	山东
101120405	齐河	山东
101120406	乐陵	山东
101120407	庆云	山东
101120408	平原	山东
101120409	宁津	山东
101120410	夏津	山东
101120411	禹城	山东
101120501	烟台	山东
101120502	莱州	山东
101120503	长岛	山东
101120504	蓬莱	山东
101120505	龙口	山东
101120506	招远	山东
101120507	栖霞	山东
101120508	福山	山东
101120509	牟平	山东
101120510	莱阳	山东
101120511	海阳	山东
101120601	潍坊	山东
101120602	青州	山东
101120603	寿光	山东
101120604	临朐	山东
101120605	昌乐	山东
101120606	昌邑	山东
101120607	安丘	山东
101120608	高密	山东
101120609	诸城	山东
101120701	济宁	山东
101120702	嘉祥	山东
101120703	微山	山东
101120704	鱼台	山东
101120705	兖州	山东
101120706	金乡	山东
101120707	汶上	山东
101120708	泗水	山东
101120709	梁山	山东
101120710	曲阜	山东
101120711	邹城	山东
101120801	泰安	山东
101120802	新泰	山东
101120804	肥城	山东
101120805	东平	山东
101120806	宁阳	山东
101120901	临沂	山东
101120902	莒南	山东
101120903	沂南	山东
101120904	兰陵	山东
101120905	临沭	山东
101120906	郯城	山东
101120907	蒙阴	山东
101120908	平邑	山东
101120909	费县	山东
101120910	沂水	山东
101121001	菏泽	山东
101121002	鄄城	山东
101121003	郓城	山东
101121004	东明	山东
101121005	定陶	山东
101121006	巨野	山东
101121007	曹县	山东
101121008	成武	山东
101121009	单县	山东
101121101	滨州	山东
101121102	博兴	山东
101121103	无棣	山东
101121104	阳信	山东
101121105	惠民	山东
101121106	沾化	山东
101121107	邹平	山东
101121201	东营	山东
101121202	河口	山东
101121203	垦利	山东
101121204	利津	山东
101121205	广饶	山东
101121301	威海	山东
101121302	文登	山东
101121303	荣成	山东
101121304	乳山	山东
101121305	成山头	山东
101121306	石岛	山东
101121401	枣庄	山东
101121402	薛城	山东
101121403	峄城	山东
101121404	台儿庄	山东
101121405	滕州	山东
101121501	日照	山东
101121502	五莲	山东
101121503	莒县	山东
101121601	莱芜	山东
101121701	聊城	山东
101121702	冠县	山东
101121703	阳谷	山东
101121704	高唐	山东
101121705	茌平	山东
101121706	东阿	山东
101121707	临清	山东
101121709	莘县	山东
101130101	乌鲁木齐	新疆
101130103	小渠子	新疆
101130105	达坂城	新疆
101130108	乌鲁木齐牧试站	新疆
101130109	天池	新疆
101130110	白杨沟	新疆
101130201	克拉玛依	新疆
101130202	乌尔禾	新疆
101130203	白碱滩	新疆
101130301	石河子	新疆
101130302	炮台	新疆
101130303	莫索湾	新疆
101130401	昌吉	新疆
101130402	呼图壁	新疆
101130403	米泉	新疆
101130404	阜康	新疆
101130405	吉木萨尔	新疆
101130406	奇台	新疆
101130407	玛纳斯	新疆
101130408	木垒	新疆
